"time","Q"
0,0.00212931691183849
0.05,0.00282575216194183
0.1,0.00128527744368979
0.15,0.00102291044955686
0.2,0.00210545205674903
0.25,0.00403505586282247
0.3,0.00619239865667734
0.35,0.0071756855841071
0.4,0.00812691060530451
0.45,0.00884851236084813
0.5,0.00429226683796673
0.55,0.00286461695725611
0.6,0.00376673957551497
0.65,0.00287118096728886
0.7,0.00551486581124225
0.75,0.00497826547111279
0.8,0.00613264088559225
0.85,0.00574564119838101
0.9,0.00479168986370962
0.95,0.00319700115069962
1,0.00201005554736524
1.05,0.00316236536389216
1.1,0.00541179300936281
1.15,0.00764430720974915
1.2,0.00979835204012071
1.25,0.0109325684304563
1.3,0.0118660363192067
1.35,0.0120848125544007
1.4,0.0113140760759789
1.45,0.00987545984133277
1.5,0.00788987826654958
1.55,0.00583489744830604
1.6,0.00416794503229968
1.65,0.00371799231914992
1.7,0.00404796844815601
1.75,0.00460455524225205
1.8,0.00494184775232247
1.85,0.00481570075045284
1.9,0.00405368146379637
1.95,0.00299820993644542
2,0.00261400697970726
2.05,0.00403802830874667
2.1,0.00635711989863758
2.15,0.00850424980783206
2.2,0.0104235137845288
2.25,0.0118228258842417
2.3,0.012601059283292
2.35,0.0127269885262889
2.4,0.0121331999371382
2.45,0.0108883517934032
2.5,0.00882590763025938
2.55,0.00672997049503184
2.6,0.00502642992746561
2.65,0.00428739747856694
2.7,0.00427911610820803
2.75,0.0046507331706712
2.8,0.00485159435035656
2.85,0.00468017239781229
2.9,0.00408041818663105
2.95,0.00312527156419311
3,0
