"time","Q"
0,0.00321031782249135
0.05,0.00207757693924289
0.1,0.0104224730378808
0.15,0.0169979409847339
0.2,0.0188968725016669
0.25,0.0060414848301151
0.3,0.00770939257154099
0.35,0.0111951219156101
0.4,0.00878727799972967
0.45,0.00357069061456355
0.5,0.0222898407215552
0.55,0.0381130751293307
0.6,0.0449964489450397
0.65,0.0448355826244437
0.7,0.0358016257208002
0.75,0.018857505324811
0.8,0.00202463878391448
0.85,0.00805334506118013
0.9,0.0112755484889085
0.95,0.00819808844557583
1,0.00489792891334412
1.05,0.0237906844498526
1.1,0.0388692760663768
1.15,0.0451902340029872
1.2,0.0444762289601849
1.25,0.034705939571184
1.3,0.0174104613414889
1.35,0.00111228537220531
1.4,0.00850794660111504
1.45,0.0113411871562093
1.5,0.00759259682336443
1.55,0.00621565489537105
1.6,0.025233918922757
1.65,0.039639360456098
1.7,0.0453529795206286
1.75,0.0440435506711996
1.8,0.0335549217664526
1.85,0.0159708523966573
1.9,0.000594483280065364
1.95,0.00896101153198907
2,0.0113757067257802
2.05,0.00691856683152956
2.1,0.00756873609988711
2.15,0.0266158809962112
2.2,0.0403323229555808
2.25,0.0454572972070658
2.3,0.0435404530227675
2.35,0.0323149164990801
2.4,0.014520335510521
2.45,0.00125793396494392
2.5,0
