"time","Q"
0,0.00194729964787958
0.05,0.00416945563957418
0.1,0.00762344550701725
0.15,0.0062343474612442
0.2,0.00129022118623189
0.25,0.0041960390287252
0.3,0.0103460742462458
0.35,0.00862641694177037
0.4,0.0015745544132367
0.45,0.0047084719674601
0.5,0.0154822727212208
0.55,0.0202273424856535
0.6,0.0267000192961619
0.65,0.0269236744081631
0.7,0.0206761080402545
0.75,0.0164695973795635
0.8,0.00927418062210135
0.85,0.00498044494158879
0.9,0.003502853433532
0.95,0.003766551825101
1,0.00801413556720007
1.05,0.0138926721909672
1.1,0.0225699996531893
1.15,0.028748858493835
1.2,0.0315521872957319
1.25,0.0305859958679148
1.3,0.0271137637369599
1.35,0.0194638157825368
1.4,0.0124533032336265
1.45,0.00850688635413831
1.5,0.00668566105551968
1.55,0.00730305408723079
1.6,0.0118358184989308
1.65,0.0191652612579271
1.7,0.0265030487650431
1.75,0.0320810166857085
1.8,0.0349477232146631
1.85,0.032496177038496
1.9,0.0279937079242332
1.95,0.0205869389106177
2,0.0138471258345259
2.05,0.00967893976695538
2.1,0.0082375894210599
2.15,0.00968617541322821
2.2,0.0139889194373261
2.25,0.0212562357147029
2.3,0.0288216545015534
2.35,0.0338627737879667
2.4,0.0355683497322706
2.45,0.0331331100709397
2.5,0
