"time","Q"
0,0.0007964108617588
0.05,0.000540467842764928
0.1,0.00399412441579747
0.15,0.00549937058892492
0.2,0.00363544407470617
0.25,0.00444784129505854
0.3,0.00541989354616729
0.35,0.0076659445903296
0.4,0.0104680509813961
0.45,0.0113753150983904
0.5,0.00913473268324925
0.55,0.00781302403124022
0.6,0.00772009570079785
0.65,0.00612047832569808
0.7,0.00650843464844933
0.75,0.00644902818272279
0.8,0.00610178873630057
0.85,0.00648803159444837
0.9,0.00496983508215105
0.95,0.00317817422564746
1,0.0038011307117801
1.05,0.00577611483063121
1.1,0.00853672575153053
1.15,0.0102227471406494
1.2,0.0108688083711654
1.25,0.0113735640628154
1.3,0.0112820403109673
1.35,0.00902966798371796
1.4,0.00757300807915087
1.45,0.00696236484402445
1.5,0.00673458751653613
1.55,0.00654848286782721
1.6,0.00603100189464558
1.65,0.00545340072543624
1.7,0.00437730367556488
1.75,0.00305181965398885
1.8,0.00359203309055235
1.85,0.00606321645215956
1.9,0.0085434878132415
1.95,0.0104222396862707
2,0.0114816943289849
2.05,0.0117069521197882
2.1,0.0114408783814523
2.15,0.00957496505216699
2.2,0.0079979749650791
2.25,0.00714654660437362
2.3,0.00679700139861056
2.35,0.00644926351208564
2.4,0.00587362582299281
2.45,0.00527027831330109
2.5,0
