"time","Q"
0,0.00733487854585822
0.05,0.00197648994403632
0.1,0.0138674414503353
0.15,0.0214352548244904
0.2,0.0240962375265515
0.25,0.00891531584888815
0.3,0.00425703049867133
0.35,0.00856336652153322
0.4,0.00944046954465848
0.45,0.00604754462855201
0.5,0.0307057780782477
0.55,0.0495758797396148
0.6,0.0619087830668492
0.65,0.0677118770734912
0.7,0.0606624563194584
0.75,0.0384458832106726
0.8,0.0187089032485205
0.85,0.0103497443785501
0.9,0.00696348956639013
0.95,0.00469065299859117
1,0.0184574677638826
1.05,0.0434614966388843
1.1,0.0564353920785844
1.15,0.0651700361654608
1.2,0.067437078704135
1.25,0.0521084184003011
1.3,0.0281620551809678
1.35,0.0145800774001534
1.4,0.00865579697523702
1.45,0.00680251592738974
1.5,0.00648812300854184
1.55,0.0305064141540719
1.6,0.0504328835561209
1.65,0.0607759360648948
1.7,0.0677662339215842
1.75,0.0626564030497169
1.8,0.0410038271898121
1.85,0.0207177551686069
1.9,0.0115151334867831
1.95,0.00759782526093006
2,0.00550969444893315
2.05,0.0161384907950299
2.1,0.0411176542798267
2.15,0.0554160455420503
2.2,0.0643027643126345
2.25,0.067699948968374
2.3,0.0541860536268071
2.35,0.0304550479332319
2.4,0.0159000732008592
2.45,0.00934924841148158
2.5,0
