"time","Q"
0,0.00146279190715444
0.05,0.0012399648612938
0.1,0.00696861867252151
0.15,0.0094911747726908
0.2,0.0072840718208509
0.25,0.0102246025582426
0.3,0.0150522708746212
0.35,0.0226984563612894
0.4,0.0296754157404437
0.45,0.0306428410018087
0.5,0.0309374811414785
0.55,0.0330137903888839
0.6,0.0321784585333878
0.65,0.0311655257729362
0.7,0.0268475838512575
0.75,0.0233066440340879
0.8,0.0202577395179658
0.85,0.0166211599107733
0.9,0.015837649774651
0.95,0.0167945130516274
1,0.0207277569932231
1.05,0.0301139516743904
1.1,0.0339565142784806
1.15,0.0402001648549731
1.2,0.0412895559457156
1.25,0.042861390532254
1.3,0.0448181711802421
1.35,0.0458119261945229
1.4,0.046781463341307
1.45,0.0371420237526156
1.5,0.0267901392838672
1.55,0.0258027519074835
1.6,0.0236791995141894
1.65,0.0182328533433509
1.7,0.016900557728682
1.75,0.0184747417205112
1.8,0.0177705362426473
1.85,0.0312569386566937
1.9,0.0350350784616235
1.95,0.0410349245378888
2,0.0427970585015337
2.05,0.0447502735905404
2.1,0.0453665102932946
2.15,0.0501719439006511
2.2,0.051163757273791
2.25,0.0355898456254631
2.3,0.0294793172238456
2.35,0.0252435792193009
2.4,0.0224079681436628
2.45,0.0193540281101868
2.5,0
