"time","Q"
0,0.00135415656992473
0.05,0.00122789477575705
0.1,0.00644712578295273
0.15,0.0094971540578839
0.2,0.00741483422446504
0.25,0.0115608483615406
0.3,0.0170343388985674
0.35,0.0228290753231484
0.4,0.0250458615013666
0.45,0.0229810327975784
0.5,0.0203702023489556
0.55,0.023092537865245
0.6,0.0256528225832923
0.65,0.0272958611850825
0.7,0.0210528294820168
0.75,0.0231426953310323
0.8,0.0167892363989546
0.85,0.0129519562387235
0.9,0.0113019841662364
0.95,0.00993795190934527
1,0.0144210210116515
1.05,0.0178603224655929
1.1,0.023684339436068
1.15,0.0269993042077665
1.2,0.0291182804216972
1.25,0.0294983993050206
1.3,0.032188604814131
1.35,0.0327241965499623
1.4,0.0358712772311202
1.45,0.0281550573446886
1.5,0.0215657475813562
1.55,0.0212231967719049
1.6,0.0171720842166963
1.65,0.0137758306921377
1.7,0.0115472867986691
1.75,0.010035396144113
1.8,0.0124717971528076
1.85,0.0212069203847412
1.9,0.0253248269366055
1.95,0.0297985237374848
2,0.0300415865298059
2.05,0.0335025548611168
2.1,0.0359861949321894
2.15,0.0357472802384554
2.2,0.0417859788784925
2.25,0.0330284102548271
2.3,0.0224771679723992
2.35,0.0214356927405776
2.4,0.0176708834896881
2.45,0.0127409063054928
2.5,0
