   3.5191583e-01   6.7500000e-01   1.2500000e+00
   4.3427590e-01   5.1622868e-01   1.2500000e+00
   4.3427590e-01   6.7500000e-01   8.1698730e-01
   4.3427590e-01   6.7500000e-01   1.2500000e+00
   4.3427590e-01   6.7500000e-01   1.6830127e+00
   4.3427590e-01   8.3377132e-01   1.2500000e+00
   5.6440976e-01   4.6198592e-01   1.2500000e+00
   5.6440976e-01   5.1622868e-01   8.1698730e-01
   5.6440976e-01   5.1622868e-01   1.2500000e+00
   5.6440976e-01   5.1622868e-01   1.6830127e+00
   5.6440976e-01   6.7500000e-01   6.6905250e-01
   5.6440976e-01   6.7500000e-01   8.1698730e-01
   5.6440976e-01   6.7500000e-01   1.2500000e+00
   5.6440976e-01   6.7500000e-01   1.6830127e+00
   5.6440976e-01   6.7500000e-01   1.8309475e+00
   5.6440976e-01   8.3377132e-01   8.1698730e-01
   5.6440976e-01   8.3377132e-01   1.2500000e+00
   5.6440976e-01   8.3377132e-01   1.6830127e+00
   5.6440976e-01   8.8801408e-01   1.2500000e+00
   7.8737526e-01   4.3818751e-01   1.2500000e+00
   7.8737526e-01   4.6198592e-01   8.1698730e-01
   7.8737526e-01   4.6198592e-01   1.2500000e+00
   7.8737526e-01   4.6198592e-01   1.6830127e+00
   7.8737526e-01   5.1622868e-01   6.6905250e-01
   7.8737526e-01   5.1622868e-01   8.1698730e-01
   7.8737526e-01   5.1622868e-01   1.2500000e+00
   7.8737526e-01   5.1622868e-01   1.6830127e+00
   7.8737526e-01   5.1622868e-01   1.8309475e+00
   7.8737526e-01   5.8150521e-01   1.2500000e+00
   7.8737526e-01   6.7500000e-01   6.0414777e-01
   7.8737526e-01   6.7500000e-01   6.6905250e-01
   7.8737526e-01   6.7500000e-01   8.1698730e-01
   7.8737526e-01   6.7500000e-01   9.9501422e-01
   7.8737526e-01   6.7500000e-01   1.2500000e+00
   7.8737526e-01   6.7500000e-01   1.5049858e+00
   7.8737526e-01   6.7500000e-01   1.6830127e+00
   7.8737526e-01   6.7500000e-01   1.8309475e+00
   7.8737526e-01   6.7500000e-01   1.8958522e+00
   7.8737526e-01   7.6849479e-01   1.2500000e+00
   7.8737526e-01   8.3377132e-01   6.6905250e-01
   7.8737526e-01   8.3377132e-01   8.1698730e-01
   7.8737526e-01   8.3377132e-01   1.2500000e+00
   7.8737526e-01   8.3377132e-01   1.6830127e+00
   7.8737526e-01   8.3377132e-01   1.8309475e+00
   7.8737526e-01   8.8801408e-01   8.1698730e-01
   7.8737526e-01   8.8801408e-01   1.2500000e+00
   7.8737526e-01   8.8801408e-01   1.6830127e+00
   7.8737526e-01   9.1181249e-01   1.2500000e+00
   1.2157465e+00   4.2580054e-01   1.2500000e+00
   1.2157465e+00   4.3818751e-01   8.1698730e-01
   1.2157465e+00   4.3818751e-01   1.2500000e+00
   1.2157465e+00   4.3818751e-01   1.6830127e+00
   1.2157465e+00   4.6198592e-01   6.6905250e-01
   1.2157465e+00   4.6198592e-01   8.1698730e-01
   1.2157465e+00   4.6198592e-01   1.2500000e+00
   1.2157465e+00   4.6198592e-01   1.6830127e+00
   1.2157465e+00   4.6198592e-01   1.8309475e+00
   1.2157465e+00   5.1622868e-01   6.0414777e-01
   1.2157465e+00   5.1622868e-01   6.6905250e-01
   1.2157465e+00   5.1622868e-01   8.1698730e-01
   1.2157465e+00   5.1622868e-01   9.9501422e-01
   1.2157465e+00   5.1622868e-01   1.2500000e+00
   1.2157465e+00   5.1622868e-01   1.5049858e+00
   1.2157465e+00   5.1622868e-01   1.6830127e+00
   1.2157465e+00   5.1622868e-01   1.8309475e+00
   1.2157465e+00   5.1622868e-01   1.8958522e+00
   1.2157465e+00   5.2692094e-01   1.2500000e+00
   1.2157465e+00   5.8150521e-01   8.1698730e-01
   1.2157465e+00   5.8150521e-01   1.2500000e+00
   1.2157465e+00   5.8150521e-01   1.6830127e+00
   1.2157465e+00   6.7500000e-01   5.7036512e-01
   1.2157465e+00   6.7500000e-01   6.0414777e-01
   1.2157465e+00   6.7500000e-01   6.6905250e-01
   1.2157465e+00   6.7500000e-01   8.1698730e-01
   1.2157465e+00   6.7500000e-01   8.4614802e-01
   1.2157465e+00   6.7500000e-01   9.9501422e-01
   1.2157465e+00   6.7500000e-01   1.2500000e+00
   1.2157465e+00   6.7500000e-01   1.5049858e+00
   1.2157465e+00   6.7500000e-01   1.6538520e+00
   1.2157465e+00   6.7500000e-01   1.6830127e+00
   1.2157465e+00   6.7500000e-01   1.8309475e+00
   1.2157465e+00   6.7500000e-01   1.8958522e+00
   1.2157465e+00   6.7500000e-01   1.9296349e+00
   1.2157465e+00   7.6849479e-01   8.1698730e-01
   1.2157465e+00   7.6849479e-01   1.2500000e+00
   1.2157465e+00   7.6849479e-01   1.6830127e+00
   1.2157465e+00   8.2307906e-01   1.2500000e+00
   1.2157465e+00   8.3377132e-01   6.0414777e-01
   1.2157465e+00   8.3377132e-01   6.6905250e-01
   1.2157465e+00   8.3377132e-01   8.1698730e-01
   1.2157465e+00   8.3377132e-01   9.9501422e-01
   1.2157465e+00   8.3377132e-01   1.2500000e+00
   1.2157465e+00   8.3377132e-01   1.5049858e+00
   1.2157465e+00   8.3377132e-01   1.6830127e+00
   1.2157465e+00   8.3377132e-01   1.8309475e+00
   1.2157465e+00   8.3377132e-01   1.8958522e+00
   1.2157465e+00   8.8801408e-01   6.6905250e-01
   1.2157465e+00   8.8801408e-01   8.1698730e-01
   1.2157465e+00   8.8801408e-01   1.2500000e+00
   1.2157465e+00   8.8801408e-01   1.6830127e+00
   1.2157465e+00   8.8801408e-01   1.8309475e+00
   1.2157465e+00   9.1181249e-01   8.1698730e-01
   1.2157465e+00   9.1181249e-01   1.2500000e+00
   1.2157465e+00   9.1181249e-01   1.6830127e+00
   1.2157465e+00   9.2419946e-01   1.2500000e+00
   1.3794206e+00   6.7500000e-01   1.2500000e+00
   1.7770135e+00   5.1622868e-01   1.2500000e+00
   1.7770135e+00   6.7500000e-01   8.1698730e-01
   1.7770135e+00   6.7500000e-01   1.2500000e+00
   1.7770135e+00   6.7500000e-01   1.6830127e+00
   1.7770135e+00   8.3377132e-01   1.2500000e+00
   2.1921162e+00   4.1857088e-01   1.2500000e+00
   2.1921162e+00   4.2580054e-01   8.1698730e-01
   2.1921162e+00   4.2580054e-01   1.2500000e+00
   2.1921162e+00   4.2580054e-01   1.6830127e+00
   2.1921162e+00   4.3818751e-01   6.6905250e-01
   2.1921162e+00   4.3818751e-01   8.1698730e-01
   2.1921162e+00   4.3818751e-01   1.2500000e+00
   2.1921162e+00   4.3818751e-01   1.6830127e+00
   2.1921162e+00   4.3818751e-01   1.8309475e+00
   2.1921162e+00   4.6198592e-01   6.0414777e-01
   2.1921162e+00   4.6198592e-01   6.6905250e-01
   2.1921162e+00   4.6198592e-01   8.1698730e-01
   2.1921162e+00   4.6198592e-01   9.9501422e-01
   2.1921162e+00   4.6198592e-01   1.2500000e+00
   2.1921162e+00   4.6198592e-01   1.5049858e+00
   2.1921162e+00   4.6198592e-01   1.6830127e+00
   2.1921162e+00   4.6198592e-01   1.8309475e+00
   2.1921162e+00   4.6198592e-01   1.8958522e+00
   2.1921162e+00   4.9316742e-01   1.2500000e+00
   2.1921162e+00   5.1622868e-01   5.7036512e-01
   2.1921162e+00   5.1622868e-01   6.0414777e-01
   2.1921162e+00   5.1622868e-01   6.6905250e-01
   2.1921162e+00   5.1622868e-01   8.4614802e-01
   2.1921162e+00   5.1622868e-01   9.9501422e-01
   2.1921162e+00   5.1622868e-01   1.2500000e+00
   2.1921162e+00   5.1622868e-01   1.5049858e+00
   2.1921162e+00   5.1622868e-01   1.6538520e+00
   2.1921162e+00   5.1622868e-01   1.8309475e+00
   2.1921162e+00   5.1622868e-01   1.8958522e+00
   2.1921162e+00   5.1622868e-01   1.9296349e+00
   2.1921162e+00   5.2692094e-01   8.1698730e-01
   2.1921162e+00   5.2692094e-01   1.2500000e+00
   2.1921162e+00   5.2692094e-01   1.6830127e+00
   2.1921162e+00   5.8150521e-01   6.6905250e-01
   2.1921162e+00   5.8150521e-01   8.1698730e-01
   2.1921162e+00   5.8150521e-01   1.2500000e+00
   2.1921162e+00   5.8150521e-01   1.6830127e+00
   2.1921162e+00   5.8150521e-01   1.8309475e+00
   2.1921162e+00   6.0937972e-01   1.2500000e+00
   2.1921162e+00   6.7500000e-01   5.5064786e-01
   2.1921162e+00   6.7500000e-01   5.7036512e-01
   2.1921162e+00   6.7500000e-01   6.0414777e-01
   2.1921162e+00   6.7500000e-01   6.6905250e-01
   2.1921162e+00   6.7500000e-01   7.5409296e-01
   2.1921162e+00   6.7500000e-01   8.1698730e-01
   2.1921162e+00   6.7500000e-01   8.4614802e-01
   2.1921162e+00   6.7500000e-01   9.9501422e-01
   2.1921162e+00   6.7500000e-01   1.0710356e+00
   2.1921162e+00   6.7500000e-01   1.2500000e+00
   2.1921162e+00   6.7500000e-01   1.4289644e+00
