"Wo","CR","Freq","Qall"
"1",0.56440976,0.675,1.25,0.00889570338573788
"2",0.78737526,0.51622868,1.25,0.00527855797947232
"3",0.78737526,0.675,0.8169873,0.0105694691690034
"4",0.78737526,0.675,1.25,0.00901181981975747
"5",0.78737526,0.675,1.6830127,0.0145057313864371
"6",0.78737526,0.83377132,1.25,0.0243331708453451
"7",1.2157465,0.46198592,1.25,0.00472156037538057
"8",1.2157465,0.51622868,0.8169873,0.0041849553470758
"9",1.2157465,0.51622868,1.25,0.00534336400239206
"10",1.2157465,0.51622868,1.6830127,0.00634589145293089
"11",1.2157465,0.675,0.6690525,0.0107746867896666
"12",1.2157465,0.675,0.8169873,0.0104375987735345
"13",1.2157465,0.675,1.25,0.00913781192901716
"14",1.2157465,0.675,1.6830127,0.0150782343456383
"15",1.2157465,0.675,1.8309475,0.0142431169582111
"16",1.2157465,0.83377132,0.8169873,0.0273545088692044
"17",1.2157465,0.83377132,1.25,0.0243857603490226
"18",1.2157465,0.83377132,1.6830127,0.0345339338586462
"19",1.2157465,0.88801408,1.25,0.0325916141809904
"20",2.1921162,0.43818751,1.25,0.00484406256024422
"21",2.1921162,0.46198592,0.8169873,0.00340293419411507
"22",2.1921162,0.46198592,1.25,0.00510817931286287
"23",2.1921162,0.46198592,1.6830127,0.00506814440476264
"24",2.1921162,0.51622868,0.6690525,0.00636048945515639
"25",2.1921162,0.51622868,0.8169873,0.0043499564605518
"26",2.1921162,0.51622868,1.25,0.00577786365277233
"27",2.1921162,0.51622868,1.6830127,0.00655484933779279
"28",2.1921162,0.51622868,1.8309475,0.00640002416952359
"29",2.1921162,0.58150521,1.25,0.00681910231850766
"30",2.1921162,0.675,0.60414777,0.0137241736388388
"31",2.1921162,0.675,0.6690525,0.0113868589402303
"32",2.1921162,0.675,0.8169873,0.0101033746587949
"33",2.1921162,0.675,0.99501422,0.00874078496091694
"34",2.1921162,0.675,1.25,0.00953224626732852
"35",2.1921162,0.675,1.5049858,0.0118316548012386
"36",2.1921162,0.675,1.6830127,0.014792411612667
"37",2.1921162,0.675,1.8309475,0.0142065614347482
"38",2.1921162,0.675,1.8958522,0.0137853989857201
