0.56440976	0.675	1.25
0.78737526	0.51622868	1.25
0.78737526	0.675	0.8169873
0.78737526	0.675	1.25
0.78737526	0.675	1.6830127
0.78737526	0.83377132	1.25
1.2157465	0.46198592	1.25
1.2157465	0.51622868	0.8169873
1.2157465	0.51622868	1.25
1.2157465	0.51622868	1.6830127
1.2157465	0.675	0.6690525
1.2157465	0.675	0.8169873
1.2157465	0.675	1.25
1.2157465	0.675	1.6830127
1.2157465	0.675	1.8309475
1.2157465	0.83377132	0.8169873
1.2157465	0.83377132	1.25
1.2157465	0.83377132	1.6830127
1.2157465	0.88801408	1.25
2.1921162	0.43818751	1.25
2.1921162	0.46198592	0.8169873
2.1921162	0.46198592	1.25
2.1921162	0.46198592	1.6830127
2.1921162	0.51622868	0.6690525
2.1921162	0.51622868	0.8169873
2.1921162	0.51622868	1.25
2.1921162	0.51622868	1.6830127
2.1921162	0.51622868	1.8309475
2.1921162	0.58150521	1.25
2.1921162	0.675	0.60414777
2.1921162	0.675	0.6690525
2.1921162	0.675	0.8169873
2.1921162	0.675	0.99501422
2.1921162	0.675	1.25
2.1921162	0.675	1.5049858
2.1921162	0.675	1.6830127
2.1921162	0.675	1.8309475
2.1921162	0.675	1.8958522
2.1921162	0.76849479	1.25
2.1921162	0.83377132	0.6690525
2.1921162	0.83377132	0.8169873
2.1921162	0.83377132	1.25
2.1921162	0.83377132	1.6830127
2.1921162	0.83377132	1.8309475
2.1921162	0.88801408	0.8169873
2.1921162	0.88801408	1.25
2.1921162	0.88801408	1.6830127
2.1921162	0.91181249	1.25
2.3845769	0.675	1.25
3.3670938	0.51622868	1.25
3.3670938	0.675	0.8169873
3.3670938	0.675	1.25
3.3670938	0.675	1.6830127
3.3670938	0.83377132	1.25
5.05	0.42580054	1.25
5.05	0.43818751	0.8169873
5.05	0.43818751	1.25
5.05	0.43818751	1.6830127
5.05	0.46198592	0.6690525
5.05	0.46198592	0.8169873
5.05	0.46198592	1.25
5.05	0.46198592	1.6830127
5.05	0.46198592	1.8309475
5.05	0.51622868	0.60414777
5.05	0.51622868	0.6690525
5.05	0.51622868	0.8169873
5.05	0.51622868	0.99501422
5.05	0.51622868	1.25
5.05	0.51622868	1.5049858
5.05	0.51622868	1.6830127
5.05	0.51622868	1.8309475
5.05	0.51622868	1.8958522
5.05	0.52692094	1.25
5.05	0.58150521	0.8169873
5.05	0.58150521	1.25
5.05	0.58150521	1.6830127
5.05	0.675	0.57036512
5.05	0.675	0.60414777
5.05	0.675	0.6690525
5.05	0.675	0.8169873
5.05	0.675	0.84614802
5.05	0.675	0.99501422
5.05	0.675	1.25
5.05	0.675	1.5049858
5.05	0.675	1.653852
5.05	0.675	1.6830127
5.05	0.675	1.8309475
5.05	0.675	1.8958522
5.05	0.675	1.9296349
5.05	0.76849479	0.8169873
5.05	0.76849479	1.25
5.05	0.76849479	1.6830127
5.05	0.82307906	1.25
5.05	0.83377132	0.60414777
5.05	0.83377132	0.6690525
5.05	0.83377132	0.8169873
5.05	0.83377132	0.99501422
5.05	0.83377132	1.25
5.05	0.83377132	1.5049858
5.05	0.83377132	1.6830127
5.05	0.83377132	1.8309475
5.05	0.83377132	1.8958522
5.05	0.88801408	0.6690525
5.05	0.88801408	0.8169873
5.05	0.88801408	1.25
5.05	0.88801408	1.6830127
5.05	0.88801408	1.8309475
5.05	0.91181249	0.8169873
5.05	0.91181249	1.25
5.05	0.91181249	1.6830127
5.05	0.92419946	1.25
6.7329062	0.51622868	1.25
6.7329062	0.675	0.8169873
6.7329062	0.675	1.25
6.7329062	0.675	1.6830127
6.7329062	0.83377132	1.25
7.7154231	0.675	1.25
7.9078838	0.43818751	1.25
7.9078838	0.46198592	0.8169873
7.9078838	0.46198592	1.25
7.9078838	0.46198592	1.6830127
7.9078838	0.51622868	0.6690525
7.9078838	0.51622868	0.8169873
7.9078838	0.51622868	1.25
7.9078838	0.51622868	1.6830127
7.9078838	0.51622868	1.8309475
7.9078838	0.58150521	1.25
7.9078838	0.675	0.60414777
7.9078838	0.675	0.6690525
7.9078838	0.675	0.8169873
7.9078838	0.675	0.99501422
7.9078838	0.675	1.25
7.9078838	0.675	1.5049858
7.9078838	0.675	1.6830127
7.9078838	0.675	1.8309475
7.9078838	0.675	1.8958522
7.9078838	0.76849479	1.25
7.9078838	0.83377132	0.6690525
7.9078838	0.83377132	0.8169873
7.9078838	0.83377132	1.25
7.9078838	0.83377132	1.6830127
7.9078838	0.83377132	1.8309475
7.9078838	0.88801408	0.8169873
7.9078838	0.88801408	1.25
7.9078838	0.88801408	1.6830127
7.9078838	0.91181249	1.25
8.8842535	0.46198592	1.25
8.8842535	0.51622868	0.8169873
8.8842535	0.51622868	1.25
8.8842535	0.51622868	1.6830127
8.8842535	0.675	0.6690525
8.8842535	0.675	0.8169873
8.8842535	0.675	1.25
8.8842535	0.675	1.6830127
8.8842535	0.675	1.8309475
8.8842535	0.83377132	0.8169873
8.8842535	0.83377132	1.25
8.8842535	0.83377132	1.6830127
8.8842535	0.88801408	1.25
9.3126247	0.51622868	1.25
9.3126247	0.675	0.8169873
9.3126247	0.675	1.25
9.3126247	0.675	1.6830127
9.3126247	0.83377132	1.25
9.5355902	0.675	1.25
