"time","Q"
0,0.00258489781536955
0.1,0.0142223293039597
0.2,0.00652546970053312
0.3,0.00735104261256307
0.4,0.00365393581920331
0.5,0.0163300499162142
0.6,0.0270741812755321
0.7,0.0147575366137562
0.8,0.00437518503469959
0.9,0.00436851090421175
1,0.0152803872833105
1.1,0.0266475415241421
1.2,0.0188653626662547
1.3,0.00505520431442993
1.4,0.00578614010976279
1.5,0.0120057667946627
1.6,0.0247823297168253
1.7,0.0220585006097065
1.8,0.00595190298948505
1.9,0.00602319098959772
2,0.00824311492172468
2.1,0.0226946819723347
2.2,0.0245813228793804
2.3,0.00740949116164129
2.4,0.00574585075998922
2.5,0
