"time","Q"
0,0.000680908299358801
0.1,0.00442323367101926
0.2,0.00531630580169557
0.3,0.006229308711404
0.4,0.00491203163563626
0.5,0.00214070302030195
0.6,0.00322039250851609
0.7,0.00653574859497605
0.8,0.0053079417173858
0.9,0.00268140085225124
1,0.00666650800523474
1.1,0.0109450715636576
1.2,0.0160348537706153
1.3,0.0196239693917753
1.4,0.0189464357097339
1.5,0.0160348735129762
1.6,0.0115305336899337
1.7,0.00688134611137892
1.8,0.00416761404022681
1.9,0.00356681817405206
2,0.0035213959697712
2.1,0.00443384842279265
2.2,0.00794323445230163
2.3,0.0128702043787491
2.4,0.017254147446124
2.5,0.0201256432158004
2.6,0.0204799404162504
2.7,0.0181817205163205
2.8,0.0137229642903036
2.9,0.00912064025694642
3,0
