"time","Q"
0,0.000626480757416203
0.1,0.00383910508477395
0.2,0.0049194567027223
0.3,0.00545387781713321
0.4,0.00489961963097809
0.5,0.00259996239917762
0.6,0.00128069077430693
0.7,0.00460276763653835
0.8,0.00308174634020381
0.9,0.00256924992453912
1,0.00769770158997127
1.1,0.0136486746938657
1.2,0.0181546853858032
1.3,0.0212158028041362
1.4,0.0208756717195641
1.5,0.0173165292867759
1.6,0.0121202618024328
1.7,0.00655815231481827
1.8,0.00249527406108154
1.9,0.00170633038504805
2,0.00156152405820637
2.1,0.00217067404313293
2.2,0.00684863686952309
2.3,0.0124576281272702
2.4,0.017479589848749
2.5,0.0205286358360826
2.6,0.0206824600481378
2.7,0.0177256561595853
2.8,0.0126240110238516
2.9,0.00700541965474881
3,0
