"time","Q"
0,0.000888760108425915
0.1,0.00605330756785431
0.2,0.00800416129326999
0.3,0.00920743153281077
0.4,0.0108193099429396
0.5,0.0118023253506638
0.6,0.00308157982320177
0.7,0.0038338768726243
0.8,0.00417596749411576
0.9,0.0105410048541518
1,0.0222469195659805
1.1,0.041273453901814
1.2,0.0568104854556962
1.3,0.0681297969047384
1.4,0.0685212447635196
1.5,0.0591436591519876
1.6,0.0460333576269099
1.7,0.0304400666526739
1.8,0.0185269030408439
1.9,0.0147271892468094
2,0.0129138154957228
2.1,0.0126111701888474
2.2,0.0198402650060151
2.3,0.0365274417452477
2.4,0.0539727648817275
2.5,0.0662778228349364
2.6,0.0686412936610051
2.7,0.0610066406518976
2.8,0.0491487056897494
2.9,0.0341921188809294
3,0
