"time","Q"
0,0.000327271828384626
0.1,0.00252413024696959
0.2,0.00303083328197607
0.3,0.00303988338220182
0.4,0.00208339831051758
0.5,0.000380669387528841
0.6,0.00210674893468129
0.7,0.00329363853322131
0.8,0.00149166271424494
0.9,0.00129508729995803
1,0.00413807036249317
1.1,0.00714529172977338
1.2,0.00920390508965653
1.3,0.00973221900778808
1.4,0.00864548185335101
1.5,0.00626430820478986
1.6,0.00329789634292782
1.7,0.00060550424568227
1.8,0.00172714006697571
1.9,0.00257518545045892
2,0.00178578387247285
2.1,0.000684718503867488
2.2,0.00346614584033758
2.3,0.00644492469293883
2.4,0.00873075879273058
2.5,0.00963882535405105
2.6,0.00891573523233517
2.7,0.00675348658613186
2.8,0.00383381990066877
2.9,0.000941859975281475
3,0
