"time","Q"
0,0.00228215187520353
0.1,0.0147359745748635
0.2,0.00396035147319468
0.3,0.0108983577352897
0.4,0.0030488650806333
0.5,0.0156535563520474
0.6,0.0271109717746854
0.7,0.014665654096019
0.8,0.00464826416795919
0.9,0.00421619454432728
1,0.0147519946559664
1.1,0.0268831845703901
1.2,0.0214543343793184
1.3,0.00727740171268445
1.4,0.00529669774942501
1.5,0.0110403719791926
1.6,0.0245446192325482
1.7,0.0259657791451673
1.8,0.00994741506290821
1.9,0.00550199372482642
2,0.00648994876687772
2.1,0.021534452064146
2.2,0.0281284970935563
2.3,0.0137739611215153
2.4,0.00595512647953657
2.5,0
