"time","Q"
0,0.000395994218572863
0.1,0.00702376893282814
0.2,0.00104852340901086
0.3,0.00569642918841535
0.4,0.000791115976276756
0.5,0.0100631543767504
0.6,0.012879399482817
0.7,0.00520250002193134
0.8,0.00336412483857753
0.9,0.00411047567636043
1,0.00570621428242138
1.1,0.0127379840830233
1.2,0.00978342430728775
1.3,0.000702340732057873
1.4,0.00491710800990081
1.5,0.000829371796422583
1.6,0.0105030914394773
1.7,0.0125759600772819
1.8,0.00427651332058269
1.9,0.00372553691402796
2,0.00369590288914638
2.1,0.00645372571676756
2.2,0.0128436702730575
2.3,0.00901009530030526
2.4,0.00101991402179856
2.5,0
