"time","Q"
0,0.00115773091354617
0.1,0.00915708132756658
0.2,0.00763467449624423
0.3,0.019791035552158
0.4,0.0328117649300204
0.5,0.0346756627021188
0.6,0.0306123183948592
0.7,0.0190188145199425
0.8,0.0142607382715837
0.9,0.00957860963896767
1,0.0236009554518453
1.1,0.0364324769948594
1.2,0.040319444318035
1.3,0.0390827905987954
1.4,0.0276258217937937
1.5,0.0222363067849265
1.6,0.0137824237410943
1.7,0.0102398071652019
1.8,0.0283000445883849
1.9,0.0355186368233746
2,0.038145035732706
2.1,0.0390422110011516
2.2,0.0285242379782801
2.3,0.0185930949440244
2.4,0.0126804413200703
2.5,0
