"time","Q"
0,0.00165024456278249
0.1,0.00554952418852915
0.2,0.00089544338900918
0.3,0.0122104924387911
0.4,0.0199884111906126
0.5,0.0175960867333118
0.6,0.00948979706079807
0.7,0.00452607382215292
0.8,0.00126349773849962
0.9,0.00163036715986382
1,0.0103561417460371
1.1,0.015964852539882
1.2,0.0196535828148316
1.3,0.0172913459784494
1.4,0.00943808899398251
1.5,0.00439443074115173
1.6,0.00143043421682126
1.7,0.00143511879700778
1.8,0.0101375507964511
1.9,0.0157319170413154
2,0.0194204265084741
2.1,0.0170622589060313
2.2,0.00924155436655937
2.3,0.00419909393927118
2.4,0.00163143060846842
2.5,0
