"time","Q"
0,0.00109322615229032
0.1,0.00882201744166796
0.2,0.00711846037073299
0.3,0.0153419083492945
0.4,0.0237963469429489
0.5,0.0239136778047557
0.6,0.0214089730173081
0.7,0.0136698908518017
0.8,0.00748765182991828
0.9,0.00684745859591579
1,0.0133480779238366
1.1,0.027344334975639
1.2,0.0285844123043867
1.3,0.0284925529225583
1.4,0.0252854994125661
1.5,0.0133696445209852
1.6,0.00789629112408842
1.7,0.00598978339847702
1.8,0.0160243883381166
1.9,0.024433295354319
2,0.0273583795406075
2.1,0.0298089992141821
2.2,0.0225141990169567
2.3,0.0145433627856555
2.4,0.00734734675118704
2.5,0
