"time","Q"
0,0.00106170759603132
0.1,0.00846316593599642
0.2,0.00214875834449787
0.3,0.00480699170443337
0.4,0.00231542556571377
0.5,0.0103854616359876
0.6,0.0159423061871095
0.7,0.00725998312726232
0.8,0.00274429592606155
0.9,0.0051821916544239
1,0.00768713013881471
1.1,0.0152273917184699
1.2,0.0104170310923448
1.3,0.00112832811482356
1.4,0.00632481905779329
1.5,0.00397279466332767
1.6,0.0133908393076573
1.7,0.0131713151148023
1.8,0.00186026209749317
1.9,0.00588177019986517
2,0.00102166777994853
2.1,0.0112686974030058
2.2,0.0149018752649854
2.3,0.00436064803321909
2.4,0.0043589527298996
2.5,0
