"time","Q"
0,0.00160466420492489
0.1,0.00911470788148753
0.2,0.0106476023950266
0.3,0.020905873877825
0.4,0.0273942846817392
0.5,0.0291587306706564
0.6,0.0295655511553515
0.7,0.017083042336316
0.8,0.00993033803826291
0.9,0.0090205538493524
1,0.0147233414103997
1.1,0.0257196251956915
1.2,0.031660119043918
1.3,0.0387592164349184
1.4,0.0273150010458949
1.5,0.016428999503532
1.6,0.0090032783622865
1.7,0.00700202909734267
1.8,0.0175832820758146
1.9,0.0277331143536848
2,0.0302683127007181
2.1,0.0355806869480553
2.2,0.0256547882359829
2.3,0.0157200584501267
2.4,0.00820028687068752
2.5,0
