"time","Q"
0,0.00250676683799963
0.1,0.00222861028111309
0.2,0.00461713165745088
0.3,0.00794700332841133
0.4,0.0104596865531599
0.5,0.00442676559167639
0.6,0.00440020997845159
0.7,0.00675141634728272
0.8,0.00618881866896307
0.9,0.00369129364080104
1,0.0046976814070449
1.1,0.0100839338529363
1.2,0.013224577288023
1.3,0.0137442327524842
1.4,0.010578397342688
1.5,0.00521991166710833
1.6,0.00424586317355137
1.7,0.00608871355430411
1.8,0.00615724786714322
1.9,0.00366369316383369
2,0.00399124595602994
2.1,0.00931123312566267
2.2,0.0123595410018994
2.3,0.0128817204965955
2.4,0.0102053768283589
2.5,0.00479467442583081
2.6,0.00396873938689264
2.7,0.00610602172211592
2.8,0.0062810160717286
2.9,0.00380760860341248
3,0
