"time","aorta_Um_avg","aorta_Um_max","aorta_Ux_avg","aorta_Ux_max","connect_Um_avg","connect_Um_max","connect_Uy_avg","connect_Uy_max","vena_Um_avg","vena_Um_max","vena_Ux_avg","vena_Ux_max","aorta_P_avg","aorta_P_max","vena_P_avg","vena_P_max"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0999999999999939,0.0188441628124565,0.0251064300537109,-0.0137391570024192,0.00867738202214241,0.0150140112265945,0.0271198228001595,-0.0102485565003008,0.00816618744283915,0.0211519141381499,0.0580153428018093,0.0201225792645626,0.0554665885865688,-1486.21179199219,-457.392456054688,-1752.16707691779,-179.000228881836
0.200000000000059,0.0281410599127412,0.0442580506205559,-0.0163378077559173,0.0208413619548082,0.0186459433753043,0.0274025816470385,-0.00401510624215007,0.0183467194437981,0.0397138930857181,0.0592894144356251,0.0229799742810428,0.0570693798363209,-3517.59660339356,-875.772644042969,-4558.3342590332,-1476.38342285156
0.300000000000159,0.029602209571749,0.0369522087275982,0.0149242491461337,0.0367439389228821,0.0289291379973292,0.0457698851823807,0.0128126919735223,0.032210037112236,0.0516679594293237,0.0861015692353249,0.031667941249907,0.0835768952965736,-5090.81430053711,-1257.87438964844,-5027.24127197266,-1615.65551757812
0.400000000000259,0.0445520028006285,0.0691907629370689,0.0431478834943846,0.0691085755825043,0.0434009559918195,0.0789190605282784,0.0267392837209627,0.0699733570218086,0.0349711333401501,0.0727271512150764,0.0182259037392214,0.0714624896645546,-2539.05570983887,-705.039489746094,-2975.66209411621,-953.980895996094
0.500000000000359,0.0690863849595189,0.104631714522839,0.0678220787667669,0.104477196931839,0.0537074778228998,0.116074927151203,0.0411981161683798,0.115350492298603,0.0193167531397194,0.0408085249364376,-0.0132787771290168,0.00727816205471754,3311.20645141602,4317.771484375,3080.92536926269,4015.9501953125
0.599999999999904,0.0554730147123337,0.0635406598448753,0.0345113622024655,0.0624858327209949,0.0302819079719484,0.0745645016431808,0.0187228586117271,0.0683836489915848,0.0587775893509388,0.0642221570014954,-0.0330749284476042,0.0474451221525669,8445.08917236328,10917.7607421875,9365.0419921875,12097.55078125
0.699999999999449,0.0378410178236663,0.0592985302209854,2.19610519707203e-05,0.0386996529996395,0.038254527375102,0.055763378739357,-0.000692145433276892,0.0556408502161503,0.0749063026160002,0.0930317938327789,-0.0313422232866287,0.077298603951931,9853.38696289062,12725.8447265625,10790.9702148438,13945.0283203125
0.799999999998994,0.0409309179522097,0.0838674306869507,-0.0128918817499653,0.0339943803846836,0.0527905654162169,0.0710510984063148,-0.00864090737886727,0.0668815746903419,0.0630359966307878,0.0914454832673073,-0.00819390977267176,0.0900095105171204,8297.00183105469,10760.5693359375,8126.94134521484,10479.169921875
0.899999999998539,0.0418465621769428,0.0731364414095879,-0.0288404056336731,0.0161917991936207,0.0513095684349537,0.0742165222764015,-0.0070245485752821,0.0576359182596207,0.042558170389384,0.0829812213778496,0.0344823570922017,0.0781112387776375,3342.53186035156,4320.626953125,2533.03567504883,3300.15576171875
0.999999999998084,0.026792679913342,0.054722934961319,-0.0231355713913217,-0.0039820191450417,0.0351485509425402,0.0595181584358215,0.00200644040014595,0.057145781815052,0.0763279879465699,0.117923997342587,0.072576061822474,0.116271801292896,-4078.03170776367,-1018.25671386719,-4608.40213012695,-1255.38342285156
1.09999999999874,0.0261569693684578,0.0345521904528141,0.00418804096989334,0.0343118421733379,0.030782834533602,0.0633232668042183,0.0188912441488355,0.0555484890937805,0.100971709005535,0.131783127784729,0.0841360180638731,0.125777274370194,-9454.67974853516,-2482.84301757812,-9798.93176269531,-2548.48291015625
1.19999999999939,0.0498650404624641,0.07801503688097,0.0346340020187199,0.0776660144329071,0.0513345824554563,0.0998363643884659,0.0342629472259432,0.082487590610981,0.110151526518166,0.156883522868156,0.0807776097208261,0.15409229695797,-10753.6150512695,-2799.20336914062,-11010.3795166016,-2915.17431640625
