"time","Q"
0,0.00140265007119238
0.1,0.00862312719278308
0.2,0.00766031904927796
0.3,0.0182193003624632
0.4,0.0283768460784642
0.5,0.0280847166381884
0.6,0.0297575593755063
0.7,0.0161269905927476
0.8,0.00826391560951945
0.9,0.00642798242098344
1,0.012366804414076
1.1,0.0251728595916984
1.2,0.0309713208096738
1.3,0.0312399063319323
1.4,0.0247636793076093
1.5,0.0147601254997915
1.6,0.00718067382740394
1.7,0.00444904955285985
1.8,0.0172896213991851
1.9,0.0262540842362536
2,0.0283558648968215
2.1,0.0304867263572929
2.2,0.0246409610222737
2.3,0.013486788338869
2.4,0.00672257916543901
2.5,0
