"time","Q"
0,0.00398993596071612
0.1,0.0031101755827695
0.2,0.00406132162063298
0.3,0.00314481821188395
0.4,0.00321354806447247
0.5,0.00473866992616146
0.6,0.0101303546637362
0.7,0.0170487897046333
0.8,0.0227920866112553
0.9,0.0237452542828664
1,0.0225736870535536
1.1,0.0193351618628813
1.2,0.0150213831781785
1.3,0.0124788040725421
1.4,0.0169606063194414
1.5,0.0219015907721556
1.6,0.0214526567948908
1.7,0.0197882244270634
1.8,0.0184399783710276
1.9,0.0154492420498882
2,0.0120627372471833
2.1,0.0093033271562594
2.2,0.0127956962251634
2.3,0.0174596060656629
2.4,0.0160547515552182
2.5,0.0146747718046873
2.6,0.0133885603777417
2.7,0.012244669469962
2.8,0.00996207778672446
2.9,0.0104073911760783
3,0.0135713622592507
3.1,0.0194668987753075
3.2,0.0188857674616908
3.3,0.0160114654817619
3.4,0.0146492996579558
3.5,0
