"time","Q"
0,0.000907636470438425
0.1,0.0044766272698462
0.2,0.00263280637411815
0.3,0.00443011637142564
0.4,0.00890500048294801
0.5,0.00603191808788563
0.6,0.00250458925366813
0.7,0.00417651686592238
0.8,0.00670430190442542
0.9,0.00450056674051575
1,0.00216221675423752
1.1,0.00573488328776536
1.2,0.00828056281968983
1.3,0.00604767010542698
1.4,0.00255059863598973
1.5,0.00428200839852969
1.6,0.00666968451662611
1.7,0.00451188990228078
1.8,0.00216842621394138
1.9,0.00573749968439713
2,0.00826895411038225
2.1,0.00602927731045807
2.2,0.00253594288872782
2.3,0.00428880473964655
2.4,0.00668674152531679
2.5,0
