"time","Q"
0,0.00373855114860659
0.1,0.00305991297783355
0.2,0.0056901561724817
0.3,0.00532127980615755
0.4,0.00546257210368074
0.5,0.0174677851857846
0.6,0.0186369524079627
0.7,0.00758364053610131
0.8,0.00555577350518992
0.9,0.00323507342737595
1,0.00864562078977564
1.1,0.0191859596975947
1.2,0.0180215733775054
1.3,0.00629668202854232
1.4,0.00622223197601418
1.5,0.00326469444468274
1.6,0.00893937026693912
1.7,0.0191736655338011
1.8,0.016805870492095
1.9,0.00514911872937524
2,0.0069647728986153
2.1,0.00311592097654975
2.2,0.00909442412142267
2.3,0.0193146508511527
2.4,0.0157412530075145
2.5,0
