"time","Q"
0,0.00137847744830561
0.1,0.0043544243338012
0.2,0.00219071061698941
0.3,0.00431487247690101
0.4,0.00892954157023775
0.5,0.00640276256291468
0.6,0.00154207454023171
0.7,0.00375345943588231
0.8,0.00674592053471172
0.9,0.00442210382703364
1,0.000967447546249369
1.1,0.00575072925278044
1.2,0.0086620759131756
1.3,0.00634639012176524
1.4,0.00156278029497324
1.5,0.00376048222898126
1.6,0.00675156002834454
1.7,0.00442941585029008
1.8,0.000964172942156657
1.9,0.00574618317647306
2,0.00865508423240557
2.1,0.0063366702563224
2.2,0.00155579360794968
2.3,0.00376879629837254
2.4,0.00676248269518559
2.5,0
