"time","Q"
0,0.000892317623292008
0.1,0.00616000541497319
0.2,0.00523298388036574
0.3,0.00821551489031434
0.4,0.011690174138808
0.5,0.00877851316624357
0.6,0.00683620120075834
0.7,0.00749614698113807
0.8,0.00838388639843271
0.9,0.00592934581182213
1,0.00648475344823009
1.1,0.0094775488600619
1.2,0.0110267899115548
1.3,0.00863858144600926
1.4,0.0069080672666201
1.5,0.00764279018902068
1.6,0.00817696624496018
1.7,0.00615392526579849
1.8,0.00653657201107683
1.9,0.00948541981191864
2,0.0108348458558309
2.1,0.00852984184421673
2.2,0.00673310882355802
2.3,0.00764287776084422
2.4,0.00825037452328106
2.5,0
